Types,Median,Average, , , , , , , , , , , , 
EV/Sales,-0.24698102636753252,-9.650006406644602
V/EBITBA,-7.531513289106992,-289.62738492969277
P/E,21.943163352393956,98.47395895277381
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
