Types,Values,Randament, , , , , , , , , , , , 
Previous Close,124.61,-0.9999355987631969
Pret Tinta,0.008025038118027962, 
Recomandare,SELL, 
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
