Company Name,Volume,Previous Close,Total Revenue,Net debt,Net Income Common Stockholders,EBITDA,Market Cap,Company Value,EV/Sales,V/EBITBA,P/E, , , 
Apple Inc.,4334335000,289.07,58313000000,20421000000,11249000000,103184000,1252926218450.0,1273347218450.0,21.83642101160976,12340.549101120328,111.38111996177437
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
